ID|RawShares|RawUsage|NormShares|NormUsage
5634|1|63556045|0.000000|0.000001
176788|182881|57029447191|0.001648|0.000946
176789|1|0|0.000000|0.000000
1372|1|10938750993|0.000000|0.000181
5637|1|0|0.000000|0.000000
105456|1|0|0.000000|0.000000
105457|1|0|0.000000|0.000000
121650|1|0|0.000000|0.000000
121651|1|0|0.000000|0.000000
1374|1|0|0.000000|0.000000
5639|1|0|0.000000|0.000000
117981|0|0|0.000000|0.000000
117982|0|0|0.000000|0.000000
188046|1|0|0.000000|0.000000
188047|1|0|0.000000|0.000000
190917|1|0|0.000000|0.000000
190918|1|0|0.000000|0.000000
168011|1|0|0.000000|0.000000
168012|1|20220|0.000000|0.000000
96288|1|4775763|0.000000|0.000000
96289|1|0|0.000000|0.000000
1375|1|0|0.000000|0.000000
5640|1|0|0.000000|0.000000
164819|1|0|0.000000|0.000000
164820|1|0|0.000000|0.000000
92208|1|0|0.000000|0.000000
92209|1|0|0.000000|0.000000
67802|1|0|0.000000|0.000000
67801|1|0|0.000000|0.000000
51774|1|0|0.000000|0.000000
51776|1|0|0.000000|0.000000
86158|0|0|0.000000|0.000000
86159|0|0|0.000000|0.000000
76817|1|0|0.000000|0.000000
76819|1|0|0.000000|0.000000
91314|0|0|0.000000|0.000000
91315|0|0|0.000000|0.000000
126324|1|0|0.000000|0.000000
126325|1|0|0.000000|0.000000
104580|0|0|0.000000|0.000000
104581|0|0|0.000000|0.000000
136800|1|0|0.000000|0.000000
136801|1|0|0.000000|0.000000
75403|1|0|0.000000|0.000000
75401|1|0|0.000000|0.000000
1376|182881|3862788579|0.001648|0.000064
5641|1|0|0.000000|0.000000
80899|1|314|0.000000|0.000000
80900|1|0|0.000000|0.000000
156557|1|3709|0.000000|0.000000
156558|1|0|0.000000|0.000000
149230|1|2258|0.000000|0.000000
149231|1|420033200|0.000000|0.000007
1379|0|0|0.000000|0.000000
5644|0|0|0.000000|0.000000
137168|1|0|0.000000|0.000000
137169|1|0|0.000000|0.000000
1380|1|88675|0.000000|0.000000
5645|1|0|0.000000|0.000000
1381|182881|235760320036|0.001648|0.003911
5646|1|0|0.000000|0.000000
44543|1|0|0.000000|0.000000
44544|1|0|0.000000|0.000000
174075|1|0|0.000000|0.000000
174076|1|0|0.000000|0.000000
161024|1|0|0.000000|0.000000
161025|1|0|0.000000|0.000000
122780|0|0|0.000000|0.000000
122781|0|0|0.000000|0.000000
79053|1|0|0.000000|0.000000
79054|1|0|0.000000|0.000000
1382|1|2164697792|0.000000|0.000036
5647|1|0|0.000000|0.000000
72628|1|0|0.000000|0.000000
72626|1|0|0.000000|0.000000
91362|1|30781254|0.000000|0.000001
91363|11617|1574214511|0.000105|0.000026
1383|1|0|0.000000|0.000000
5648|1|0|0.000000|0.000000
64813|1|0|0.000000|0.000000
64818|1|0|0.000000|0.000000
111251|1|0|0.000000|0.000000
111252|1|0|0.000000|0.000000
1385|0|0|0.000000|0.000000
5650|0|0|0.000000|0.000000
103562|1|0|0.000000|0.000000
103563|1|0|0.000000|0.000000
191469|1|0|0.000000|0.000000
191470|1|0|0.000000|0.000000
141883|0|0|0.000000|0.000000
141884|0|0|0.000000|0.000000
125493|0|0|0.000000|0.000000
125494|0|0|0.000000|0.000000
165499|1|0|0.000000|0.000000
165500|1|0|0.000000|0.000000
113367|1|0|0.000000|0.000000
113368|1|0|0.000000|0.000000
1387|0|0|0.000000|0.000000
5652|0|0|0.000000|0.000000
1388|182881|185901297627|0.001648|0.003084
5653|1|0|0.000000|0.000000
110217|1|0|0.000000|0.000000
110218|1|0|0.000000|0.000000
177899|1|0|0.000000|0.000000
177900|1|0|0.000000|0.000000
113933|0|0|0.000000|0.000000
113934|0|0|0.000000|0.000000
88021|0|0|0.000000|0.000000
88022|0|0|0.000000|0.000000
55812|1|0|0.000000|0.000000
55815|1|0|0.000000|0.000000
160541|0|0|0.000000|0.000000
160542|0|0|0.000000|0.000000
155856|0|0|0.000000|0.000000
155857|0|0|0.000000|0.000000
70694|1|14043567407|0.000000|0.000233
70695|1|0|0.000000|0.000000
75318|182881|9941456939|0.001648|0.000165
75317|1|29890763|0.000000|0.000000
122140|0|0|0.000000|0.000000
122141|0|0|0.000000|0.000000
180654|1|0|0.000000|0.000000
180655|1|0|0.000000|0.000000
104040|0|0|0.000000|0.000000
104041|0|0|0.000000|0.000000
180644|1|0|0.000000|0.000000
180645|1|0|0.000000|0.000000
159549|1|6|0.000000|0.000000
159550|1|0|0.000000|0.000000
121033|1|0|0.000000|0.000000
121034|1|0|0.000000|0.000000
117213|0|0|0.000000|0.000000
117214|0|0|0.000000|0.000000
119213|1|115772|0.000000|0.000000
119214|1|647114456|0.000000|0.000011
1392|1|0|0.000000|0.000000
5657|1|0|0.000000|0.000000
142810|1|0|0.000000|0.000000
142811|1|0|0.000000|0.000000
1393|0|0|0.000000|0.000000
5658|0|0|0.000000|0.000000
114304|1|0|0.000000|0.000000
114305|1|0|0.000000|0.000000
1394|1|0|0.000000|0.000000
5659|1|0|0.000000|0.000000
167181|1|338772337|0.000000|0.000006
167182|1|0|0.000000|0.000000
78289|0|0|0.000000|0.000000
78290|0|0|0.000000|0.000000
1395|0|0|0.000000|0.000000
5660|0|0|0.000000|0.000000
163988|0|0|0.000000|0.000000
163989|0|0|0.000000|0.000000
135932|1|0|0.000000|0.000000
135933|1|0|0.000000|0.000000
172564|1|0|0.000000|0.000000
172565|1|0|0.000000|0.000000
1396|0|0|0.000000|0.000000
5661|0|0|0.000000|0.000000
1397|1|1716080932|0.000000|0.000028
5662|1|0|0.000000|0.000000
1398|1|0|0.000000|0.000000
5663|1|0|0.000000|0.000000
1401|1|7886493|0.000000|0.000000
5666|1|0|0.000000|0.000000
1402|1|0|0.000000|0.000000
5667|1|0|0.000000|0.000000
176044|1|3731565568|0.000000|0.000062
176045|1|986348|0.000000|0.000000
1403|1|1414965006|0.000000|0.000023
5668|1|0|0.000000|0.000000
1404|1|168|0.000000|0.000000
5669|1|0|0.000000|0.000000
1405|1|3952|0.000000|0.000000
5670|1|0|0.000000|0.000000
1406|1|0|0.000000|0.000000
5671|1|0|0.000000|0.000000
145151|0|0|0.000000|0.000000
145152|0|0|0.000000|0.000000
1407|1|0|0.000000|0.000000
5672|1|584|0.000000|0.000000
190897|1|0|0.000000|0.000000
190898|1|0|0.000000|0.000000
1408|1|0|0.000000|0.000000
5673|1|0|0.000000|0.000000
121046|1|478201796|0.000000|0.000008
121047|1|0|0.000000|0.000000
184978|1|199360|0.000000|0.000000
184979|1|214|0.000000|0.000000
1409|1|0|0.000000|0.000000
5674|1|0|0.000000|0.000000
119642|1|6249796745|0.000000|0.000104
119643|1|268544575|0.000000|0.000004
89900|1|0|0.000000|0.000000
89901|1|0|0.000000|0.000000
1410|0|0|0.000000|0.000000
5675|0|0|0.000000|0.000000
163462|1|0|0.000000|0.000000
163463|1|0|0.000000|0.000000
120906|1|0|0.000000|0.000000
120907|1|0|0.000000|0.000000
187361|1|0|0.000000|0.000000
187362|1|0|0.000000|0.000000
155456|0|0|0.000000|0.000000
155457|0|0|0.000000|0.000000
146998|1|0|0.000000|0.000000
146999|1|0|0.000000|0.000000
87488|1|0|0.000000|0.000000
87489|1|0|0.000000|0.000000
1411|1|0|0.000000|0.000000
5676|1|0|0.000000|0.000000
182935|1|0|0.000000|0.000000
182936|1|0|0.000000|0.000000
1412|1|0|0.000000|0.000000
5677|1|0|0.000000|0.000000
1413|1|0|0.000000|0.000000
5678|1|0|0.000000|0.000000
1414|1|0|0.000000|0.000000
5679|1|0|0.000000|0.000000
62388|1|0|0.000000|0.000000
62390|1|0|0.000000|0.000000
58765|1|0|0.000000|0.000000
58766|1|0|0.000000|0.000000
1415|1|0|0.000000|0.000000
5680|1|0|0.000000|0.000000
1416|1|0|0.000000|0.000000
5681|1|0|0.000000|0.000000
52576|1|0|0.000000|0.000000
52578|1|0|0.000000|0.000000
87003|0|0|0.000000|0.000000
87004|0|0|0.000000|0.000000
1417|1|0|0.000000|0.000000
5682|1|0|0.000000|0.000000
1418|1|0|0.000000|0.000000
5683|1|0|0.000000|0.000000
66089|1|272251|0.000000|0.000000
66090|1|0|0.000000|0.000000
145153|0|0|0.000000|0.000000
145154|0|0|0.000000|0.000000
1419|0|0|0.000000|0.000000
5684|0|0|0.000000|0.000000
162406|0|0|0.000000|0.000000
162407|0|0|0.000000|0.000000
74422|0|0|0.000000|0.000000
74421|0|0|0.000000|0.000000
1421|0|0|0.000000|0.000000
5686|0|0|0.000000|0.000000
96112|1|0|0.000000|0.000000
96113|1|0|0.000000|0.000000
77679|1|0|0.000000|0.000000
77678|1|0|0.000000|0.000000
134289|0|0|0.000000|0.000000
134290|0|0|0.000000|0.000000
99213|1|0|0.000000|0.000000
99214|1|0|0.000000|0.000000
156021|0|0|0.000000|0.000000
156022|0|0|0.000000|0.000000
189831|1|0|0.000000|0.000000
189832|1|0|0.000000|0.000000
1423|0|0|0.000000|0.000000
5688|0|0|0.000000|0.000000
1424|1|0|0.000000|0.000000
5689|1|0|0.000000|0.000000
70660|1|0|0.000000|0.000000
70662|1|0|0.000000|0.000000
1427|0|0|0.000000|0.000000
5692|0|0|0.000000|0.000000
138720|0|0|0.000000|0.000000
138721|0|0|0.000000|0.000000
79034|1|5607272|0.000000|0.000000
79035|1|0|0.000000|0.000000
105906|1|0|0.000000|0.000000
105907|1|0|0.000000|0.000000
173211|1|0|0.000000|0.000000
173212|1|0|0.000000|0.000000
45433|1|0|0.000000|0.000000
45436|1|0|0.000000|0.000000
78721|1|0|0.000000|0.000000
78722|1|1546|0.000000|0.000000
156865|0|0|0.000000|0.000000
156866|0|0|0.000000|0.000000
1431|1|0|0.000000|0.000000
5696|1|0|0.000000|0.000000
152963|1|0|0.000000|0.000000
152964|1|0|0.000000|0.000000
1432|0|0|0.000000|0.000000
5697|0|0|0.000000|0.000000
153601|1|0|0.000000|0.000000
153602|1|0|0.000000|0.000000
52990|0|0|0.000000|0.000000
52993|0|0|0.000000|0.000000
101881|182881|18989731652|0.001648|0.000315
101882|1|0|0.000000|0.000000
1433|1|1039326202|0.000000|0.000017
5698|1|0|0.000000|0.000000
103406|1|0|0.000000|0.000000
103407|1|0|0.000000|0.000000
142178|1|0|0.000000|0.000000
142179|1|0|0.000000|0.000000
1434|0|0|0.000000|0.000000
5699|0|0|0.000000|0.000000
40990|1|0|0.000000|0.000000
40991|1|0|0.000000|0.000000
81134|0|0|0.000000|0.000000
81135|0|0|0.000000|0.000000
1436|1|0|0.000000|0.000000
5701|1|0|0.000000|0.000000
90964|1|13630218|0.000000|0.000000
90965|1|0|0.000000|0.000000
1437|0|0|0.000000|0.000000
5702|0|0|0.000000|0.000000
190509|1|0|0.000000|0.000000
190510|1|0|0.000000|0.000000
113960|0|0|0.000000|0.000000
113961|0|0|0.000000|0.000000
1439|1|0|0.000000|0.000000
5704|1|0|0.000000|0.000000
1440|0|0|0.000000|0.000000
5705|0|0|0.000000|0.000000
1441|1|0|0.000000|0.000000
5706|1|0|0.000000|0.000000
1442|1|0|0.000000|0.000000
5707|1|0|0.000000|0.000000
1443|1|0|0.000000|0.000000
5708|1|0|0.000000|0.000000
111448|0|0|0.000000|0.000000
111449|0|0|0.000000|0.000000
100005|1|0|0.000000|0.000000
100006|1|0|0.000000|0.000000
163668|1|0|0.000000|0.000000
163669|1|0|0.000000|0.000000
96434|1|172030901|0.000000|0.000003
96435|1|0|0.000000|0.000000
1445|182881|39286784291|0.001648|0.000652
5710|1|0|0.000000|0.000000
172753|1|0|0.000000|0.000000
172754|1|0|0.000000|0.000000
100204|1|0|0.000000|0.000000
100205|1|0|0.000000|0.000000
1446|1|53116298528|0.000000|0.000881
5711|1|0|0.000000|0.000000
96701|0|0|0.000000|0.000000
96702|0|0|0.000000|0.000000
1448|1|112992|0.000000|0.000000
5713|1|8679099|0.000000|0.000000
1449|1|0|0.000000|0.000000
5714|1|0|0.000000|0.000000
1450|1|36676|0.000000|0.000000
5715|1|0|0.000000|0.000000
170886|182881|226152744150|0.001648|0.003752
170887|11617|9927891941|0.000105|0.000165
1452|1|0|0.000000|0.000000
5717|1|0|0.000000|0.000000
62228|0|0|0.000000|0.000000
62229|0|0|0.000000|0.000000
64993|1|0|0.000000|0.000000
64996|1|0|0.000000|0.000000
81101|1|5297000292|0.000000|0.000088
81100|1|3511044058|0.000000|0.000058
1453|1|0|0.000000|0.000000
5718|1|0|0.000000|0.000000
53561|0|0|0.000000|0.000000
53562|0|0|0.000000|0.000000
1454|1|0|0.000000|0.000000
5719|1|0|0.000000|0.000000
123212|1|0|0.000000|0.000000
123213|1|0|0.000000|0.000000
90009|0|0|0.000000|0.000000
90010|0|0|0.000000|0.000000
1456|0|0|0.000000|0.000000
5721|0|0|0.000000|0.000000
1457|1|0|0.000000|0.000000
5722|1|0|0.000000|0.000000
72300|1|0|0.000000|0.000000
72301|1|0|0.000000|0.000000
1458|1|0|0.000000|0.000000
5723|1|0|0.000000|0.000000
155225|0|0|0.000000|0.000000
155226|0|0|0.000000|0.000000
1460|1|0|0.000000|0.000000
5725|1|0|0.000000|0.000000
61639|1|0|0.000000|0.000000
61640|1|0|0.000000|0.000000
166578|182881|11596726609|0.001648|0.000192
166579|1|0|0.000000|0.000000
153538|0|0|0.000000|0.000000
153539|0|0|0.000000|0.000000
151811|1|0|0.000000|0.000000
151812|1|0|0.000000|0.000000
1461|0|0|0.000000|0.000000
5726|0|0|0.000000|0.000000
1462|1|0|0.000000|0.000000
5727|1|0|0.000000|0.000000
108293|0|0|0.000000|0.000000
108294|0|0|0.000000|0.000000
120891|1|120182010|0.000000|0.000002
120892|1|261793243|0.000000|0.000004
71427|0|0|0.000000|0.000000
71428|0|0|0.000000|0.000000
176220|1|0|0.000000|0.000000
176221|1|0|0.000000|0.000000
1466|1|0|0.000000|0.000000
5731|1|0|0.000000|0.000000
1468|1|0|0.000000|0.000000
5733|1|0|0.000000|0.000000
47898|182881|242053948|0.001648|0.000004
47899|1|0|0.000000|0.000000
1469|1|0|0.000000|0.000000
5734|1|0|0.000000|0.000000
1470|182881|1352552642|0.001648|0.000022
5735|1|92619|0.000000|0.000000
71827|0|0|0.000000|0.000000
71808|0|0|0.000000|0.000000
1471|1|731626306|0.000000|0.000012
5736|1|40|0.000000|0.000000
88903|1|0|0.000000|0.000000
88904|1|0|0.000000|0.000000
114030|1|0|0.000000|0.000000
114031|1|0|0.000000|0.000000
75478|1|1424|0.000000|0.000000
75479|1|0|0.000000|0.000000
1473|1|0|0.000000|0.000000
5738|1|0|0.000000|0.000000
62056|1|0|0.000000|0.000000
62058|1|0|0.000000|0.000000
55813|1|296512510|0.000000|0.000005
55816|1|0|0.000000|0.000000
93226|1|3538343|0.000000|0.000000
93227|1|0|0.000000|0.000000
1475|1|2587411239|0.000000|0.000043
5740|1|0|0.000000|0.000000
1477|1|0|0.000000|0.000000
5742|1|0|0.000000|0.000000
1478|1|0|0.000000|0.000000
5743|1|0|0.000000|0.000000
1479|1|185|0.000000|0.000000
5744|1|0|0.000000|0.000000
1480|0|0|0.000000|0.000000
5745|0|0|0.000000|0.000000
155773|0|0|0.000000|0.000000
155774|0|0|0.000000|0.000000
1481|1|0|0.000000|0.000000
5746|1|0|0.000000|0.000000
148127|1|0|0.000000|0.000000
148128|1|0|0.000000|0.000000
1482|0|0|0.000000|0.000000
5747|0|0|0.000000|0.000000
1483|1|6200205407|0.000000|0.000103
5748|1|0|0.000000|0.000000
132180|0|0|0.000000|0.000000
132181|0|0|0.000000|0.000000
1484|1|112316|0.000000|0.000000
5749|1|4258605488|0.000000|0.000071
59106|1|0|0.000000|0.000000
59107|1|0|0.000000|0.000000
1486|1|0|0.000000|0.000000
5751|1|0|0.000000|0.000000
1487|1|0|0.000000|0.000000
5752|1|0|0.000000|0.000000
60532|1|0|0.000000|0.000000
60534|1|0|0.000000|0.000000
173622|1|157947362|0.000000|0.000003
173623|1|0|0.000000|0.000000
51564|0|0|0.000000|0.000000
51567|0|0|0.000000|0.000000
1488|1|299506233|0.000000|0.000005
5753|1|2|0.000000|0.000000
1489|1|0|0.000000|0.000000
5754|1|0|0.000000|0.000000
181151|0|0|0.000000|0.000000
181152|0|0|0.000000|0.000000
1491|182881|40517974336|0.001648|0.000672
5756|1|1|0.000000|0.000000
1492|1|555|0.000000|0.000000
5757|1|0|0.000000|0.000000
103315|0|0|0.000000|0.000000
103316|0|0|0.000000|0.000000
1494|1|0|0.000000|0.000000
5759|1|0|0.000000|0.000000
162430|0|0|0.000000|0.000000
162431|0|0|0.000000|0.000000
1495|1|0|0.000000|0.000000
5760|11617|1161089130|0.000105|0.000019
1496|1|0|0.000000|0.000000
5761|1|0|0.000000|0.000000
47320|1|4943444|0.000000|0.000000
47322|1|0|0.000000|0.000000
120779|1|0|0.000000|0.000000
120780|1|0|0.000000|0.000000
118935|1|0|0.000000|0.000000
118936|1|0|0.000000|0.000000
150869|1|0|0.000000|0.000000
150870|1|0|0.000000|0.000000
172703|1|440219920|0.000000|0.000007
172704|1|6250421496|0.000000|0.000104
1500|0|0|0.000000|0.000000
5765|0|0|0.000000|0.000000
69982|1|1363968568|0.000000|0.000023
69983|1|0|0.000000|0.000000
71831|1|0|0.000000|0.000000
71804|1|0|0.000000|0.000000
165709|1|0|0.000000|0.000000
165710|1|0|0.000000|0.000000
176361|1|0|0.000000|0.000000
176362|1|0|0.000000|0.000000
1501|1|838221|0.000000|0.000000
5766|1|0|0.000000|0.000000
153374|1|1631325619|0.000000|0.000027
153375|1|8091|0.000000|0.000000
76308|1|146788252|0.000000|0.000002
76307|11617|838854784|0.000105|0.000014
143056|0|0|0.000000|0.000000
143057|0|0|0.000000|0.000000
101105|1|0|0.000000|0.000000
101106|1|0|0.000000|0.000000
89166|0|0|0.000000|0.000000
89167|0|0|0.000000|0.000000
111371|1|0|0.000000|0.000000
111372|1|0|0.000000|0.000000
1505|1|5770|0.000000|0.000000
5770|1|0|0.000000|0.000000
106328|0|0|0.000000|0.000000
106329|0|0|0.000000|0.000000
1506|0|0|0.000000|0.000000
5771|0|0|0.000000|0.000000
39895|1|0|0.000000|0.000000
39901|1|0|0.000000|0.000000
175062|1|0|0.000000|0.000000
175063|1|0|0.000000|0.000000
160113|1|0|0.000000|0.000000
160114|1|0|0.000000|0.000000
1508|0|0|0.000000|0.000000
5773|0|0|0.000000|0.000000
101431|1|0|0.000000|0.000000
101432|1|0|0.000000|0.000000
96939|0|0|0.000000|0.000000
96940|0|0|0.000000|0.000000
122315|0|0|0.000000|0.000000
122316|0|0|0.000000|0.000000
1509|1|0|0.000000|0.000000
5774|1|0|0.000000|0.000000
1510|0|0|0.000000|0.000000
5775|0|0|0.000000|0.000000
69948|0|0|0.000000|0.000000
69949|0|0|0.000000|0.000000
1511|0|0|0.000000|0.000000
5776|0|0|0.000000|0.000000
1512|1|0|0.000000|0.000000
5777|1|0|0.000000|0.000000
170086|1|0|0.000000|0.000000
170087|1|0|0.000000|0.000000
95490|1|528283149|0.000000|0.000009
95491|1|0|0.000000|0.000000
185656|1|0|0.000000|0.000000
185657|1|0|0.000000|0.000000
158900|1|420104454|0.000000|0.000007
158901|1|0|0.000000|0.000000
59367|0|0|0.000000|0.000000
59368|0|0|0.000000|0.000000
58309|0|0|0.000000|0.000000
58310|0|0|0.000000|0.000000
1514|0|0|0.000000|0.000000
5779|0|0|0.000000|0.000000
160445|1|0|0.000000|0.000000
160446|1|0|0.000000|0.000000
40322|1|0|0.000000|0.000000
40323|1|0|0.000000|0.000000
158583|1|0|0.000000|0.000000
158584|1|3151|0.000000|0.000000
47281|0|0|0.000000|0.000000
47282|0|0|0.000000|0.000000
1517|0|0|0.000000|0.000000
5782|0|0|0.000000|0.000000
143275|182881|15555103793|0.001648|0.000258
143276|1|0|0.000000|0.000000
90321|1|0|0.000000|0.000000
90322|1|0|0.000000|0.000000
51706|1|0|0.000000|0.000000
51707|1|0|0.000000|0.000000
1520|1|0|0.000000|0.000000
5785|1|0|0.000000|0.000000
1521|182881|2|0.001648|0.000000
5786|1|0|0.000000|0.000000
1522|0|0|0.000000|0.000000
5787|0|0|0.000000|0.000000
154909|1|5|0.000000|0.000000
154910|1|158359724|0.000000|0.000003
52271|0|0|0.000000|0.000000
52274|0|0|0.000000|0.000000
179036|1|0|0.000000|0.000000
179037|1|0|0.000000|0.000000
177909|1|35419958|0.000000|0.000001
177910|1|1019119871|0.000000|0.000017
1524|0|0|0.000000|0.000000
5789|0|0|0.000000|0.000000
192347|1|0|0.000000|0.000000
192348|1|0|0.000000|0.000000
1525|182881|24458861849|0.001648|0.000406
5790|1|0|0.000000|0.000000
55100|0|0|0.000000|0.000000
55101|0|0|0.000000|0.000000
61153|1|0|0.000000|0.000000
61154|1|0|0.000000|0.000000
1526|1|241870509|0.000000|0.000004
5791|1|0|0.000000|0.000000
166137|1|0|0.000000|0.000000
166138|1|0|0.000000|0.000000
1527|1|1|0.000000|0.000000
5792|1|69713212|0.000000|0.000001
189090|1|0|0.000000|0.000000
189091|1|0|0.000000|0.000000
145877|0|0|0.000000|0.000000
145878|0|0|0.000000|0.000000
58453|0|0|0.000000|0.000000
58454|0|0|0.000000|0.000000
162382|1|506646945|0.000000|0.000008
162383|1|0|0.000000|0.000000
48200|182881|607824603|0.001648|0.000010
48204|1|0|0.000000|0.000000
191457|1|0|0.000000|0.000000
191458|1|0|0.000000|0.000000
116975|1|0|0.000000|0.000000
116976|1|0|0.000000|0.000000
1529|0|0|0.000000|0.000000
5794|0|0|0.000000|0.000000
116528|0|0|0.000000|0.000000
116529|0|0|0.000000|0.000000
94081|0|0|0.000000|0.000000
94082|0|0|0.000000|0.000000
1530|1|0|0.000000|0.000000
5795|1|0|0.000000|0.000000
122885|1|0|0.000000|0.000000
122886|1|0|0.000000|0.000000
87172|1|0|0.000000|0.000000
87173|1|0|0.000000|0.000000
1531|1|51|0.000000|0.000000
5796|1|0|0.000000|0.000000
109694|1|0|0.000000|0.000000
109695|1|0|0.000000|0.000000
124644|1|4|0.000000|0.000000
124645|1|0|0.000000|0.000000
151420|1|0|0.000000|0.000000
151421|1|0|0.000000|0.000000
130078|1|0|0.000000|0.000000
130079|1|0|0.000000|0.000000
79284|1|321240096|0.000000|0.000005
79285|1|125998|0.000000|0.000000
1532|1|0|0.000000|0.000000
5797|1|0|0.000000|0.000000
1533|0|0|0.000000|0.000000
5798|0|0|0.000000|0.000000
1534|1|0|0.000000|0.000000
5799|1|0|0.000000|0.000000
1535|1|0|0.000000|0.000000
5800|1|0|0.000000|0.000000
156138|0|0|0.000000|0.000000
156139|0|0|0.000000|0.000000
102830|0|0|0.000000|0.000000
102831|0|0|0.000000|0.000000
76339|0|0|0.000000|0.000000
76338|0|0|0.000000|0.000000
64189|0|0|0.000000|0.000000
64190|0|0|0.000000|0.000000
144606|0|0|0.000000|0.000000
144607|0|0|0.000000|0.000000
1536|182881|56903568888|0.001648|0.000944
5801|1|0|0.000000|0.000000
152939|1|9013206687|0.000000|0.000150
152940|1|0|0.000000|0.000000
1537|1|0|0.000000|0.000000
5802|1|0|0.000000|0.000000
108642|1|0|0.000000|0.000000
108643|1|0|0.000000|0.000000
182921|1|0|0.000000|0.000000
182922|1|0|0.000000|0.000000
76561|1|119747|0.000000|0.000000
76562|1|0|0.000000|0.000000
125131|1|0|0.000000|0.000000
125132|1|0|0.000000|0.000000
142387|1|0|0.000000|0.000000
142388|1|0|0.000000|0.000000
148479|1|0|0.000000|0.000000
148480|1|0|0.000000|0.000000
120253|0|0|0.000000|0.000000
120254|0|0|0.000000|0.000000
179281|1|0|0.000000|0.000000
179282|1|0|0.000000|0.000000
1538|0|0|0.000000|0.000000
5803|0|0|0.000000|0.000000
131847|0|0|0.000000|0.000000
131848|0|0|0.000000|0.000000
1540|1|0|0.000000|0.000000
5805|1|0|0.000000|0.000000
135623|1|0|0.000000|0.000000
135624|1|0|0.000000|0.000000
120877|1|0|0.000000|0.000000
120878|1|0|0.000000|0.000000
1542|1|4355|0.000000|0.000000
5807|1|0|0.000000|0.000000
1543|1|41323|0.000000|0.000000
5808|1|0|0.000000|0.000000
1544|1|0|0.000000|0.000000
5809|1|0|0.000000|0.000000
156744|1|0|0.000000|0.000000
156745|1|0|0.000000|0.000000
118595|0|0|0.000000|0.000000
118596|0|0|0.000000|0.000000
138726|1|851455106|0.000000|0.000014
138727|1|0|0.000000|0.000000
177783|182881|45864478317|0.001648|0.000761
177784|1|0|0.000000|0.000000
157769|0|0|0.000000|0.000000
157770|0|0|0.000000|0.000000
1547|1|0|0.000000|0.000000
5812|1|0|0.000000|0.000000
103278|1|0|0.000000|0.000000
103279|1|0|0.000000|0.000000
38255|1|0|0.000000|0.000000
38258|1|0|0.000000|0.000000
49313|1|0|0.000000|0.000000
49316|1|0|0.000000|0.000000
1549|1|14712872|0.000000|0.000000
5814|1|0|0.000000|0.000000
1550|1|0|0.000000|0.000000
5815|1|0|0.000000|0.000000
149021|0|0|0.000000|0.000000
149022|0|0|0.000000|0.000000
1551|1|0|0.000000|0.000000
5816|1|0|0.000000|0.000000
71829|1|0|0.000000|0.000000
71810|1|0|0.000000|0.000000
48598|0|0|0.000000|0.000000
48600|0|0|0.000000|0.000000
166531|1|0|0.000000|0.000000
166532|1|0|0.000000|0.000000
149257|0|0|0.000000|0.000000
149258|0|0|0.000000|0.000000
176709|1|0|0.000000|0.000000
176710|1|0|0.000000|0.000000
1553|1|276389450|0.000000|0.000005
5818|1|0|0.000000|0.000000
1554|0|0|0.000000|0.000000
5819|0|0|0.000000|0.000000
97255|0|0|0.000000|0.000000
97256|0|0|0.000000|0.000000
1555|1|0|0.000000|0.000000
5820|1|0|0.000000|0.000000
38808|0|0|0.000000|0.000000
38809|0|0|0.000000|0.000000
1556|1|810476322|0.000000|0.000013
5821|1|0|0.000000|0.000000
174281|1|0|0.000000|0.000000
174282|1|0|0.000000|0.000000
130805|1|0|0.000000|0.000000
130806|1|0|0.000000|0.000000
1558|1|12269948|0.000000|0.000000
5823|1|187003|0.000000|0.000000
1559|0|0|0.000000|0.000000
5824|0|0|0.000000|0.000000
175781|1|0|0.000000|0.000000
175782|1|7516685|0.000000|0.000000
90427|0|0|0.000000|0.000000
90428|0|0|0.000000|0.000000
176526|1|0|0.000000|0.000000
176527|1|0|0.000000|0.000000
58697|1|6511137385|0.000000|0.000108
58706|1|277599010|0.000000|0.000005
1560|0|0|0.000000|0.000000
5825|0|0|0.000000|0.000000
1561|1|0|0.000000|0.000000
5826|1|0|0.000000|0.000000
92206|1|17553711|0.000000|0.000000
92207|1|0|0.000000|0.000000
132936|0|0|0.000000|0.000000
132937|0|0|0.000000|0.000000
1562|1|0|0.000000|0.000000
5827|1|0|0.000000|0.000000
129708|1|0|0.000000|0.000000
129709|1|0|0.000000|0.000000
161278|1|0|0.000000|0.000000
161279|1|0|0.000000|0.000000
113220|1|750824|0.000000|0.000000
113221|1|3479|0.000000|0.000000
1563|1|0|0.000000|0.000000
5828|1|0|0.000000|0.000000
57257|1|0|0.000000|0.000000
57258|1|0|0.000000|0.000000
56994|1|0|0.000000|0.000000
56995|1|0|0.000000|0.000000
101121|0|0|0.000000|0.000000
101122|0|0|0.000000|0.000000
39591|1|0|0.000000|0.000000
39593|1|2|0.000000|0.000000
1564|1|0|0.000000|0.000000
5829|1|0|0.000000|0.000000
1565|1|0|0.000000|0.000000
5830|1|0|0.000000|0.000000
1566|0|0|0.000000|0.000000
5831|0|0|0.000000|0.000000
1567|1|1923|0.000000|0.000000
5832|1|0|0.000000|0.000000
72088|0|0|0.000000|0.000000
72089|0|0|0.000000|0.000000
1568|0|0|0.000000|0.000000
5833|0|0|0.000000|0.000000
1569|1|475|0.000000|0.000000
5834|1|0|0.000000|0.000000
